_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
082.970417;-76.341111;    1953;1953;   Gam Men; 37763;     ;         ;05 31 52.9;-76 20 28; 5.19; 1.13;  K2III             ;*
084.912083;-34.074167;    1956;1956;   Alp Col; 37795;     ; 2549    ;05 39 38.9;-34 04 27; 2.64;-0.12;  B7IVe             ;*
084.957500;-32.629167;    1958;1958;          ; 37811;     ;         ;05 39 49.8;-32 37 45; 5.45; 0.92;  G6-8III           ;
085.619167; +1.474722;    1963;1963; 51    Ori; 37984;     ;         ;05 42 28.6;+01 28 29; 4.91; 1.17;  K1III             ;*
086.475000;+49.826389;    1971;1971; 27Omi Aur; 38104;     ;         ;05 45 54.0;+49 49 35; 5.47; 0.03;  A2VpCr            ;*
085.562917;-34.667778;    1973;1973;          ; 38170;     ;         ;05 42 15.1;-34 40 04; 5.29;-0.05;  B9.5V             ;
086.115833;-22.448333;    1983;1983; 13Gam Lep; 38393; 4334;         ;05 44 27.8;-22 26 54; 3.60; 0.47;  F6V               ;*
086.859167;+17.729167;    1990;1990;130    Tau; 38558;     ;         ;05 47 26.2;+17 43 45; 5.49; 0.30;  F0III             ;
086.928750;+13.899722;    1993;1993;133    Tau; 38622; 4381;         ;05 47 42.9;+13 53 59; 5.29;-0.17;  B2IV-V            ;*
087.293750;+39.181111;    1995;1995; 29Tau Aur; 38656; 4398;         ;05 49 10.5;+39 10 52; 4.52; 0.94;  G8IIIFe-1         ;*
086.499583;-32.306389;    1996;1996;   Mu  Col; 38666;     ; 2630    ;05 45 59.9;-32 18 23; 5.17;-0.28;  O9.5V             ;*
086.738750;-14.821944;    1998;1998; 14Zet Lep; 38678;     ;         ;05 46 57.3;-14 49 19; 3.55; 0.10;  A3Vn              ;
087.000833; +6.454167;    1999;1999; 52    Ori; 38710; 4390;         ;05 48 00.2;+06 27 15; 5.27; 0.23;  A5V               ;*
087.254167;+24.567500;    2002;2002;132    Tau; 38751;     ; 2650    ;05 49 01.0;+24 34 03; 4.86; 1.01;  G8III             ;
086.939167; -9.669722;    2004;2004; 53Kap Ori; 38771;     ; 2641    ;05 47 45.4;-09 40 11; 2.06;-0.17;  B0.5Ia            ;*
086.614167;-46.597222;    2008;2008;          ; 38871;     ;         ;05 46 27.4;-46 35 50; 5.31; 1.04;  K0-1II            ;
087.387083;+12.651111;    2010;2010;134    Tau; 38899;     ;         ;05 49 32.9;+12 39 04; 4.91;-0.07;  B9IV              ;
087.760000;+37.305556;    2011;2011; 31Ups Aur; 38944;     ; 2661    ;05 51 02.4;+37 18 20; 4.74; 1.62;  M0+III-IIIbFe-0.5 ;*
087.872500;+39.148611;    2012;2012; 32Nu  Aur; 39003; 4440;         ;05 51 29.4;+39 08 55; 3.97; 1.13;  G9.5III*          ;*
086.193333;-65.735556;    2015;2015;   Del Dor; 39014;     ;         ;05 44 46.4;-65 44 08; 4.35; 0.21;  A7V               ;
086.821250;-51.066389;    2020;2020;   Bet Pic; 39060;     ;         ;05 47 17.1;-51 03 59; 3.85; 0.17;  A5V               ;*
087.402083;-14.483611;    2021;2021;          ; 39070; 4432;         ;05 49 36.5;-14 29 01; 5.49; 0.88; gG6                ;*
088.740833;+59.888333;    2027;2027; 31    Cam; 39220;     ;TU Cam   ;05 54 57.8;+59 53 18; 5.20; 0.02;  A2V               ;*
088.711667;+55.706944;    2029;2029; 30Xi  Aur; 39283;     ;         ;05 54 50.8;+55 42 25; 4.99; 0.05;  A2V               ;*
087.841667; -7.518056;    2031;2031; 55    Ori; 39291;     ; 2677    ;05 51 22.0;-07 31 05; 5.35;-0.20;  B2IV-V            ;*
088.331667;+27.612222;    2034;2034;136    Tau; 39357;     ; 2696    ;05 53 19.6;+27 36 44; 4.58;-0.02;  A0V               ;*
087.830417;-20.879167;    2035;2035; 15Del Lep; 39364;     ;         ;05 51 19.3;-20 52 45; 3.81; 0.99;  K0IIIFe-1.5CH0.5  ;*
088.110000; +1.855000;    2037;2037; 56    Ori; 39400; 4467; 2690    ;05 52 26.4;+01 51 18; 4.78; 1.38;  K1.5IIb           ;
087.740000;-35.768333;    2040;2040;   Bet Col; 39425;     ;         ;05 50 57.6;-35 46 06; 3.12; 1.16;  K2III             ;*
087.457083;-56.166667;    2042;2042;   Gam Pic; 39523;     ;         ;05 49 49.7;-56 10 00; 4.51; 1.10;  K1III             ;*
088.595417;+20.276111;    2047;2047; 54Chi1Ori; 39587;     ;         ;05 54 22.9;+20 16 34; 4.41; 0.59;  G0V               ;*
087.721667;-52.108889;    2049;2049;          ; 39640;     ;         ;05 50 53.2;-52 06 32; 5.17; 0.99;  G8III             ;
088.278750;-33.801389;    2056;2056;   Lam Col; 39764;     ;Lam Col  ;05 53 06.9;-33 48 05; 4.87;-0.15;  B5V               ;*
088.792917; +7.406944;    2061;2061; 58Alp Ori; 39801; 4506;Alp Ori  ;05 55 10.3;+07 24 25; 0.50; 1.85;  M1-2Ia-Iab        ;*
088.955417;+20.175000;    2063;2063;          ; 39816;     ;U Ori    ;05 55 49.3;+20 10 30; 5.40; 0.99;  M6.5IIIe          ;*
087.473333;-66.901111;    2064;2064;   Eps Dor; 39844;     ; 2693    ;05 49 53.6;-66 54 04; 5.11;-0.14;  B6V               ;
089.881667;+54.284722;    2077;2077; 33Del Aur; 40035;     ;         ;05 59 31.6;+54 17 05; 3.72; 1.00;  K0-III            ;
089.498750;+25.953889;    2084;2084;139    Tau; 40111;     ;         ;05 57 59.7;+25 57 14; 4.82;-0.06;  B0.5II            ;*
089.101250;-14.167778;    2085;2085; 16Eta Lep; 40136;     ;         ;05 56 24.3;-14 10 04; 3.71; 0.33;  F1III             ;
088.874583;-37.120833;    2087;2087;   Xi  Col; 40176;     ;         ;05 55 29.9;-37 07 15; 4.97; 1.11;  K1III             ;
089.882083;+44.947500;    2088;2088; 34Bet Aur; 40183; 4556;Bet Aur  ;05 59 31.7;+44 56 51; 1.90; 0.03;  A2IV              ;*
089.983750;+45.936944;    2091;2091; 35Pi  Aur; 40239;     ;Pi  Aur  ;05 59 56.1;+45 56 13; 4.26; 1.72;  M3II              ;*
089.087083;-31.382500;    2092;2092;   Sig Col; 40248;     ;         ;05 56 20.9;-31 22 57; 5.50;     ;  F2III             ;
088.709167;-52.635278;    2094;2094;          ; 40292;     ;         ;05 54 50.2;-52 38 07; 5.29; 0.31;  F0VDel Del        ;*
089.930417;+37.212500;    2095;2095; 37The Aur; 40312; 4566;The Aur  ;05 59 43.3;+37 12 45; 2.62;-0.08;  A0pSi             ;*
088.525417;-63.090000;    2102;2102;          ; 40409;     ;         ;05 54 06.1;-63 05 24; 4.65; 1.05;  K1III-IV          ;*
089.706667; +0.553056;    2103;2103; 60    Ori; 40446;     ;         ;05 58 49.6;+00 33 11; 5.22; 0.01;  A1V s             ;
089.384167;-35.283333;    2106;2106;   Gam Col; 40494;     ;         ;05 57 32.2;-35 17 00; 4.36;-0.18;  B2.5IV            ;
089.767917; -9.558333;    2108;2108;  2    Mon; 40536;     ;         ;05 59 04.3;-09 33 30; 5.03; 0.19;  A6IIIm vs         ;*
090.014167; -3.074167;    2113;2113;          ; 40657;     ; 2770    ;06 00 03.4;-03 04 27; 4.53; 1.22;  K1.5IIIFe-1.5     ;
089.786667;-42.815278;    2120;2120;   Eta Col; 40808;     ;         ;05 59 08.8;-42 48 55; 3.96; 1.14;  K0III             ;
090.595833; +9.647500;    2124;2124; 61Mu  Ori; 40932; 4617; 2792    ;06 02 23.0;+09 38 51; 4.12; 0.16;  A2V               ;*
087.569583;-79.361389;    2125;2125;   Kap Men; 40953;     ;         ;05 50 16.7;-79 21 41; 5.47;-0.08;  B9V               ;
090.460000;-10.598056;    2128;2128;  3    Mon; 40967; 4615;         ;06 01 50.4;-10 35 53; 4.95;-0.12;  B5III             ;*
090.863750;+19.690556;    2130;2130; 64    Ori; 41040;     ; 2803    ;06 03 27.3;+19 41 26; 5.14;-0.11;  B8III             ;*
091.030000;+23.263333;    2134;2134;  1    Gem; 41116;     ;Var?     ;06 04 07.2;+23 15 48; 4.16; 0.82;  G7III             ;*
090.980000;+20.138333;    2135;2135; 62Chi2Ori; 41117;     ; 2809    ;06 03 55.2;+20 08 18; 4.63; 0.28;  B2Ia              ;*
090.814583;-26.284444;    2140;2140;          ; 41312; 4645;         ;06 03 15.5;-26 17 04; 5.04; 1.34;  K3III             ;*
091.056250; -6.709167;    2142;2142;          ; 41335;     ; 2817    ;06 04 13.5;-06 42 33; 5.21;-0.06;  B2Ven             ;*
091.646250;+38.482778;    2143;2143; 40    Aur; 41357;     ;Var?     ;06 06 35.1;+38 28 58; 5.36; 0.25;  A4m               ;*
091.246250;-16.484444;    2148;2148; 17    Lep; 41511;     ;SS Lep   ;06 04 59.1;-16 29 04; 4.93; 0.24;  A2eShell          ;*
092.496250;+58.935833;    2152;2152; 37    Cam; 41597;     ;         ;06 09 59.1;+58 56 09; 5.36; 1.09;  G8III             ;
091.661250; -4.193889;    2154;2154;          ; 41692; 4698;         ;06 06 38.7;-04 11 38; 5.38;-0.13;  B5IV              ;
091.538750;-14.935278;    2155;2155; 18The Lep; 41695;     ;         ;06 06 09.3;-14 56 07; 4.67; 0.05;  A1Vn              ;*
091.892917;+14.768333;    2159;2159; 67Nu  Ori; 41753;     ;         ;06 07 34.3;+14 46 06; 4.42;-0.17;  B3V               ;*
091.633333;-23.110556;    2163;2163;          ; 41841; 4704;         ;06 06 32.0;-23 06 38; 5.47; 0.08;  Am                ;
093.212917;+65.718333;    2165;2165; 36    Cam; 41927;     ;         ;06 12 51.1;+65 43 06; 5.32; 1.34;  K1.5IIIbCN-0.5    ;
091.923333;-19.165833;    2168;2168; 19    Lep; 42042;     ;         ;06 07 41.6;-19 09 57; 5.31; 1.68;  M2III             ;
091.881667;-37.253056;    2177;2177;   The Col; 42167;     ;         ;06 07 31.6;-37 15 11; 5.02;-0.11;  B9IV              ;*
092.241250;-22.427500;    2180;2180;          ; 42301;     ;         ;06 08 57.9;-22 25 39; 5.50;-0.01;  A0IV              ;
091.970417;-42.153889;    2181;2181;   Pi 2Col; 42303;     ;         ;06 07 52.9;-42 09 14; 5.50; 0.00;  A0V               ;*
091.764167;-62.154722;    2196;2196;          ; 42540;     ; 2845    ;06 07 03.4;-62 09 17; 5.05; 1.25;  K2-3III           ;
093.013750;+16.130556;    2198;2198; 69    Ori; 42545;     ;         ;06 12 03.3;+16 07 50; 4.95;-0.14;  B5Vn              ;*
092.985000;+14.208889;    2199;2199; 70Xi  Ori; 42560;     ;         ;06 11 56.4;+14 12 32; 4.48;-0.18;  B3IV              ;*
093.919167;+59.999167;    2201;2201; 40    Cam; 42633;     ;         ;06 15 40.6;+59 59 57; 5.35; 1.34;  K3III             ;
092.965833; -6.550278;    2205;2205;          ; 42690;     ;         ;06 11 51.8;-06 33 01; 5.05;-0.20;  B2V               ;
094.711667;+69.319722;    2209;2209;          ; 42818;     ;         ;06 18 50.8;+69 19 11; 4.80; 0.03;  A0Vn              ;
092.574583;-54.968611;    2212;2212;   Del Pic; 42933;     ;Del Pic  ;06 10 17.9;-54 58 07; 4.81;-0.23;  B3III+O9V         ;*
094.478333;+61.515278;    2215;2215;  1    Lyn; 42973;     ;UW Lyn   ;06 17 54.8;+61 30 55; 4.98; 1.83;  M3IIIab           ;*
093.719167;+22.506667;    2216;2216;  7Eta Gem; 42995; 4841;Eta Gem  ;06 14 52.6;+22 30 24; 3.28; 1.60;  M3III             ;*
093.844583;+29.498056;    2219;2219; 44Kap Aur; 43039;     ; 2877    ;06 15 22.7;+29 29 53; 4.35; 1.02;  G8.5IIIb          ;
093.712083;+19.156389;    2220;2220; 71    Ori; 43042; 4842;         ;06 14 50.9;+19 09 23; 5.20; 0.44;  F6V               ;*
092.184167;-68.843333;    2221;2221;   Nu  Dor; 43107;     ;         ;06 08 44.2;-68 50 36; 5.06;-0.08;  B8V               ;
093.854583;+16.143056;    2223;2223; 72    Ori; 43153;     ;         ;06 15 25.1;+16 08 35; 5.30;-0.14;  B7V               ;
093.713750; -6.274722;    2227;2227;  5Gam Mon; 43232; 4853;         ;06 14 51.3;-06 16 29; 3.98; 1.32;  K1.5IIIBa0.3      ;*
093.937500;+12.551111;    2229;2229; 73    Ori; 43247;     ;         ;06 15 45.0;+12 33 04; 5.33;-0.02;  B9II-III          ;
094.905833;+59.010833;    2238;2238;  2    Lyn; 43378;     ;UZ Lyn   ;06 19 37.4;+59 00 39; 4.48; 0.01;  A2V s             ;*
094.110833;+12.272222;    2241;2241; 74    Ori; 43386;     ;         ;06 16 26.6;+12 16 20; 5.04; 0.42;  F5IV-V            ;
093.937083;-13.718333;    2244;2244;          ; 43445;     ;         ;06 15 44.9;-13 43 06; 5.01;-0.08;  B9Vn              ;
092.812500;-65.589444;    2245;2245;   Eta2Dor; 43455;     ; 2873    ;06 11 15.0;-65 35 22; 5.01; 1.62;  M2.5III           ;
094.277500; +9.942500;    2247;2247; 75    Ori; 43525; 4890;         ;06 17 06.6;+09 56 33; 5.39; 0.10;  A2V               ;*
094.137917;-35.140556;    2256;2256;   Kap Col; 43785;     ; 2897    ;06 16 33.1;-35 08 26; 4.37; 1.00;  K0.5IIIa          ;*
094.423750;-16.815833;    2260;2260;          ; 43827;     ; 2903    ;06 17 41.7;-16 48 57; 5.14; 1.30;  K3III             ;*
092.560000;-74.753056;    2261;2261;   Alp Men; 43834;     ;         ;06 10 14.4;-74 45 11; 5.09; 0.72;  G6V               ;
095.442083;+53.452222;    2264;2264; 45    Aur; 43905;     ;         ;06 21 46.1;+53 27 08; 5.36; 0.43;  F5III             ;*
094.710833; -9.390278;    2267;2267;          ; 43993;     ;         ;06 18 50.6;-09 23 25; 5.36; 1.24;  K1.5III           ;
094.928333; -7.823056;    2273;2273;  7    Mon; 44112;     ;         ;06 19 42.8;-07 49 23; 5.27;-0.19;  B2.5V             ;
094.998333; -2.944444;    2275;2275;          ; 44131;     ; 2918    ;06 19 59.6;-02 56 40; 4.90; 1.60;  M1III             ;
095.078333;-30.063333;    2282;2282;  1Zet CMa; 44402;     ; 2927    ;06 20 18.8;-30 03 48; 3.02;-0.19;  B2.5V             ;*
095.740000;+22.513611;    2286;2286; 13Mu  Gem; 44478; 4990;Mu  Gem  ;06 22 57.6;+22 30 49; 2.88; 1.64;  M3IIIab           ;*
096.224583;+49.288056;    2289;2289; 46Psi1Aur; 44537;     ;Psi1 Aur ;06 24 53.9;+49 17 17; 4.91; 1.97;  K5-M0Iab-Ib       ;*
096.703750;+58.417222;    2293;2293;  5    Lyn; 44708; 5036;         ;06 26 48.9;+58 25 02; 5.21; 1.53;  K4III             ;*
095.675000;-17.955833;    2294;2294;  2Bet CMa; 44743;     ;Bet CMa  ;06 22 42.0;-17 57 21; 1.98;-0.23;  B1II-III          ;*
095.528333;-33.436389;    2296;2296;   Del Col; 44762;     ;         ;06 22 06.8;-33 26 11; 3.85; 0.88;  G7II              ;*
095.942083; +4.592778;    2298;2298;  8Eps Mon; 44769; 5012;         ;06 23 46.1;+04 35 34; 4.44; 0.18;  A5IV              ;*
096.042917;-11.530278;    2305;2305;          ; 44951;     ;         ;06 24 10.3;-11 31 49; 5.22; 1.24;  K3III             ;
095.987917;-52.695833;    2326;2326;   Alp Car; 45348;     ;         ;06 23 57.1;-52 41 45;-0.72; 0.15;  F0II              ;*
096.807500; +0.299167;    2334;2334;          ; 45416;     ;         ;06 27 13.8;+00 17 57; 5.20; 1.18;  K1II              ;*
097.240833;+20.212222;    2343;2343; 18Nu  Gem; 45542; 5103;         ;06 28 57.8;+20 12 44; 4.15;-0.13;  B6IIIe            ;*
096.990000; -4.762222;    2344;2344; 10    Mon; 45546;     ;         ;06 27 57.6;-04 45 44; 5.06;-0.17;  B2V               ;*
097.204167; -7.032778;    2356;2356; 11Bet Mon; 45725; 5107; 2977    ;06 28 49.0;-07 01 58; 4.60;-0.10;  B3Ve              ;*
097.206250; -7.034444;    2357;2357; 11Bet Mon; 45726; 5107; 2977    ;06 28 49.5;-07 02 04; 5.40;-0.07;  B3ne              ;*
097.042083;-32.580000;    2361;2361;   Lam CMa; 45813;     ;         ;06 28 10.1;-32 34 48; 4.48;-0.17;  B4V               ;
097.951250;+11.544444;    2375;2375;          ; 46089;     ;         ;06 31 48.3;+11 32 40; 5.23; 0.15;  A3V               ;*
096.369167;-69.690278;    2377;2377;   Pi 2Dor; 46116;     ;         ;06 25 28.6;-69 41 25; 5.38; 0.97;  G8III             ;*
097.845833;-12.391667;    2379;2379;          ; 46184;     ;         ;06 31 23.0;-12 23 30; 5.15; 1.27;  K3III             ;
097.958750; -8.158056;    2381;2381;          ; 46229;     ;         ;06 31 50.1;-08 09 29; 5.43; 1.38; gK2                ;
097.454583;-50.239167;    2384;2384;          ; 46273;     ;         ;06 29 49.1;-50 14 21; 5.27; 0.41;  F2V               ;*
098.225833; +7.333056;    2385;2385; 13    Mon; 46300;     ;         ;06 32 54.2;+07 19 59; 4.50; 0.00;  A0Ib              ;*
097.963750;-23.418333;    2387;2387;  4Xi 1CMa; 46328; 5176;Xi1 CMa  ;06 31 51.3;-23 25 06; 4.33;-0.24;  B0.5IV            ;*
097.368750;-56.852778;    2389;2389;          ; 46355;     ; 3000    ;06 29 28.5;-56 51 10; 5.22; 1.09;  K0III             ;
098.407917; -1.220278;    2395;2395;          ; 46487;     ;         ;06 33 37.9;-01 13 13; 5.10;-0.14;  B5Vn              ;
098.800417;+28.022222;    2398;2398; 49    Aur; 46553;     ; 3032    ;06 35 12.1;+28 01 20; 5.27;-0.03;  A0Vnn             ;
098.088750;-37.696667;    2399;2399;          ; 46568;     ;         ;06 32 21.3;-37 41 48; 5.24; 1.00;  G8III             ;
101.558750;+79.564722;    2401;2401;          ; 46588;     ;         ;06 46 14.1;+79 33 53; 5.45; 0.50;  F8V               ;*
099.137083;+38.445278;    2405;2405;          ; 46687;     ;UU Aur   ;06 36 32.9;+38 26 43; 5.29; 2.61;  C5II              ;*
098.456250;-36.232222;    2411;2411;          ; 46815;     ;         ;06 33 49.5;-36 13 56; 5.42; 1.44;  K3III             ;
098.764167;-22.964722;    2414;2414;  5Xi 2CMa; 46933;     ;         ;06 35 03.4;-22 57 53; 4.54;-0.05;  A0V               ;
099.705000;+39.902500;    2420;2420; 52Psi3Aur; 47100;     ;         ;06 38 49.2;+39 54 09; 5.20;-0.07;  B8III             ;
099.427917;+16.399167;    2421;2421; 24Gam Gem; 47105;     ;         ;06 37 42.7;+16 23 57; 1.93; 0.00;  A0IV              ;*
099.832917;+42.488889;    2427;2427; 50Psi2Aur; 47174;     ;         ;06 39 19.9;+42 29 20; 4.79; 1.23;  K3III             ;
099.170833;-19.255833;    2429;2429;  7Nu 2CMa; 47205;     ; 3047    ;06 36 41.0;-19 15 21; 3.95; 1.06;  K1III             ;
098.744167;-52.975556;    2435;2435;          ; 47306;     ;         ;06 34 58.6;-52 58 32; 4.39;-0.02;  A0II              ;
099.472500;-18.237500;    2443;2443;  8Nu 3CMa; 47442;     ;         ;06 37 53.4;-18 14 15; 4.43; 1.15;  K1-II-III         ;*
099.448333;-32.339722;    2447;2447;          ; 47536;     ;         ;06 37 47.6;-32 20 23; 5.27; 1.18;  K2III             ;*
099.819583;-14.145833;    2450;2450;          ; 47667;     ;         ;06 39 16.7;-14 08 45; 4.82; 1.50;  K2II              ;*
099.440417;-43.196111;    2451;2451;   Nu  Pup; 47670;     ; 3062    ;06 37 45.7;-43 11 46; 3.17;-0.11;  B8III             ;*
100.244583; +9.895556;    2456;2456; 15    Mon; 47839; 5322;S Mon    ;06 40 58.7;+09 53 44; 4.66;-0.25;  O7V((f))          ;*
100.770833;+44.524444;    2459;2459; 55Psi4Aur; 47914;     ;         ;06 43 05.0;+44 31 28; 5.02; 1.48;  K5III             ;
099.656667;-48.220278;    2462;2462;          ; 47973;     ; 3072    ;06 38 37.6;-48 13 13; 4.93; 0.87;  G8III             ;*
100.601250;+17.645278;    2466;2466; 26    Gem; 48097;     ;         ;06 42 24.3;+17 38 43; 5.21; 0.06;  A2V               ;
100.485000; -9.167222;    2469;2469;          ; 48217;     ;         ;06 41 56.4;-09 10 02; 5.19; 1.53;  M0III             ;*
101.558750;+59.441667;    2470;2470; 12    Lyn; 48250; 5400;         ;06 46 14.1;+59 26 30; 4.87; 0.08;  A3V               ;*
100.982917;+25.131111;    2473;2473; 27Eps Gem; 48329; 5381; 3183    ;06 43 55.9;+25 07 52; 2.98; 1.40;  G8Ib              ;*
101.706250;+57.169167;    2477;2477; 13    Lyn; 48432;     ;         ;06 46 49.5;+57 10 09; 5.35; 0.96;  K0III             ;
100.997083;+13.227778;    2478;2478; 30    Gem; 48433; 5387;         ;06 43 59.3;+13 13 40; 4.49; 1.16;  K0IIICN1Ca1       ;*
101.189583;+28.970833;    2480;2480; 28    Gem; 48450;     ; 3188    ;06 44 45.5;+28 58 15; 5.44; 1.45;  K4III             ;
101.684583;+43.577500;    2483;2483; 56Psi5Aur; 48682; 5425;         ;06 46 44.3;+43 34 39; 5.25; 0.56;  G0V               ;*
101.322500;+12.895556;    2484;2484; 31Xi  Gem; 48737;     ; 3193    ;06 45 17.4;+12 53 44; 3.36; 0.43;  F5III             ;*
101.915000;+48.789444;    2487;2487; 57Psi6Aur; 48781;     ;         ;06 47 39.6;+48 47 22; 5.22; 1.12;  K0III             ;
102.737917;+67.571944;    2490;2490; 42    Cam; 48879;     ;         ;06 50 57.1;+67 34 19; 5.14;-0.17;  B4IV              ;
101.287083;-16.716111;    2491;2491;  9Alp CMa; 48915; 5423;         ;06 45 08.9;-16 42 58;-1.46; 0.00;  A1Vm              ;*
101.118333;-31.070556;    2492;2492; 10    CMa; 48917;     ;FT CMa   ;06 44 28.4;-31 04 14; 5.20;-0.12;  B2IIIe            ;*
101.497083;-14.796111;    2498;2498;          ; 49048;     ;         ;06 45 59.3;-14 47 46; 5.32; 0.07;  A2V               ;
101.832500; +8.037222;    2503;2503; 17    Mon; 49161;     ;         ;06 47 19.8;+08 02 14; 4.77; 1.40;  K4III             ;
101.712917;-14.425833;    2504;2504; 11    CMa; 49229;     ;         ;06 46 51.1;-14 25 33; 5.29;-0.04;  B9III             ;
101.965000; +2.412222;    2506;2506; 18    Mon; 49293;     ;         ;06 47 51.6;+02 24 44; 4.47; 1.11;  K0+IIIaBa0.2      ;*
101.904583; -8.998333;    2508;2508;          ; 49331;     ; 3213    ;06 47 37.1;-08 59 54; 5.07; 1.80;  M1+Ib-IIa         ;*
103.425833;+68.888333;    2511;2511; 43    Cam; 49340;     ;         ;06 53 42.2;+68 53 18; 5.12;-0.13;  B7III             ;
102.691250;+41.781389;    2516;2516; 58Psi7Aur; 49520;     ;         ;06 50 45.9;+41 46 53; 5.02; 1.27;  K3III             ;*
101.839167;-37.929722;    2518;2518;          ; 49591;     ;         ;06 47 21.4;-37 55 47; 5.26;-0.08;  B9IV              ;
103.271250;+59.448611;    2520;2520; 14    Lyn; 49618; 5514;         ;06 53 05.1;+59 26 55; 5.33; 0.65;  G4III+A2V         ;*
102.240833;-15.144722;    2522;2522;          ; 49662; 5487;         ;06 48 57.8;-15 08 41; 5.39;-0.10;  B6V               ;
101.720000;-51.265833;    2523;2523;          ; 49689;     ;         ;06 46 52.8;-51 15 57; 5.40; 1.34;  K1II-III+G:p      ;
105.016667;+76.977500;    2527;2527;          ; 49878;     ;         ;07 00 04.0;+76 58 39; 4.55; 1.36;  K4III             ;*
102.887500;+21.761111;    2529;2529; 36    Gem; 49908; 5511;         ;06 51 33.0;+21 45 40; 5.27;-0.02;  A2V               ;*
102.460417;-32.508611;    2538;2538; 13Kap CMa; 50013;     ;Kap CMa  ;06 49 50.5;-32 30 31; 3.96;-0.23;  B1.5IVne          ;*
103.197083;+33.961111;    2540;2540; 34The Gem; 50019; 5532;         ;06 52 47.3;+33 57 40; 3.60; 0.10;  A3III             ;
102.477500;-46.614722;    2548;2548;          ; 50223;     ;         ;06 49 54.6;-46 36 53; 5.14; 0.45;  F5V               ;*
102.718333;-34.367222;    2549;2549;          ; 50235;     ;         ;06 50 52.4;-34 22 02; 4.99; 1.38;  K5III             ;
102.047500;-61.941389;    2550;2550;   Alp Pic; 50241;     ;         ;06 48 11.4;-61 56 29; 3.27; 0.21;  A7IV              ;
102.484167;-50.614722;    2553;2553;   Tau Pup; 50310;     ;         ;06 49 56.2;-50 36 53; 2.93; 1.20;  K1III             ;*
102.463750;-53.622222;    2554;2554;          ; 50337;     ;V415 Car ;06 49 51.3;-53 37 20; 4.40; 0.92;  G6II              ;*
104.318750;+58.422500;    2560;2560; 15    Lyn; 50522; 5586;         ;06 57 16.5;+58 25 21; 4.35; 0.85;  G5III-IV          ;*
103.661250;+13.177778;    2564;2564; 38    Gem; 50635; 5559; 3266    ;06 54 38.7;+13 10 40; 4.65; 0.30;  F0Vp              ;*
103.387083;-20.224167;    2571;2571; 15    CMa; 50707;     ;EY CMa   ;06 53 32.9;-20 13 27; 4.83;-0.21;  B1IV              ;*
103.602500; -1.126944;    2572;2572;          ; 50747;     ;         ;06 54 24.6;-01 07 37; 5.45; 0.18;  A4IV              ;*
103.547500;-12.038611;    2574;2574; 14The CMa; 50778;     ;         ;06 54 11.4;-12 02 19; 4.07; 1.43;  K4III             ;*
103.532917;-24.183889;    2580;2580; 16Omi1CMa; 50877;     ;Omi1 CMa ;06 54 07.9;-24 11 02; 3.87; 1.73;  K2+Iab            ;*
104.404583;+45.094167;    2585;2585; 16    Lyn; 50973;     ; 3293    ;06 57 37.1;+45 05 39; 4.90; 0.03;  A2Vn              ;*
103.905833;-20.136389;    2590;2590; 19Pi  CMa; 51199; 5602; 3285    ;06 55 37.4;-20 08 11; 4.68; 0.37; gF2                ;*
104.027500;-14.043611;    2593;2593; 18Mu  CMa; 51250; 5605;         ;06 56 06.6;-14 02 37; 5.00; 1.18;  G5III+A2          ;*
103.945000;-22.941389;    2595;2595;          ; 51283;     ;         ;06 55 46.8;-22 56 29; 5.30;-0.18;  B3II-III          ;*
104.034167;-17.054167;    2596;2596; 20Iot CMa; 51309;     ;Iot CMa  ;06 56 08.2;-17 03 15; 4.37;-0.07;  B3II              ;*
102.862500;-70.963333;    2602;2602;   Iot Vol; 51557;     ;         ;06 51 27.0;-70 57 48; 5.40;-0.11;  B7IV              ;*
104.391250;-24.630556;    2607;2607;          ; 51733; 5629;         ;06 57 33.9;-24 37 50; 5.46; 0.36; dF0                ;
104.066667;-48.721111;    2608;2608;          ; 51799;     ;         ;06 56 16.0;-48 43 16; 4.95; 1.69;  M1III             ;
115.127083;+87.020000;    2609;2609;          ; 51802;     ;OV Cep   ;07 40 30.5;+87 01 12; 5.07; 1.63;  M2IIIab           ;*
104.656250;-28.972222;    2618;2618; 21Eps CMa; 52089; 5654;         ;06 58 37.5;-28 58 20; 1.50;-0.21;  B2II              ;*
104.604583;-34.111667;    2619;2619;          ; 52092;     ;         ;06 58 25.1;-34 06 42; 5.06;-0.16;  B3V               ;
105.603333;+24.215278;    2630;2630; 42Ome Gem; 52497;     ;Ome Gem  ;07 02 24.8;+24 12 55; 5.18; 0.94;  G5IIa-Ib          ;*
105.485000; -5.722222;    2639;2639;          ; 52666;     ; 3341    ;07 01 56.4;-05 43 20; 5.20; 1.68;  M2III             ;
105.429583;-27.934722;    2646;2646; 22Sig CMa; 52877; 5719;Sig CMa  ;07 01 43.1;-27 56 05; 3.47; 1.73;  K7Ib              ;*
105.728333; -4.239167;    2648;2648; 19    Mon; 52918;     ;V637 Mon ;07 02 54.8;-04 14 21; 4.99;-0.20;  B1V               ;*
105.908333;+10.951667;    2649;2649;          ; 52960;     ;         ;07 03 38.0;+10 57 06; 5.13; 1.39;  K3III             ;
