_RAJ2000;_DEJ2000;recno;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;Vmag;B-V;SpType;NoteFlag
096.807500; +0.299167;    2334;2334;          ; 45416;     ;         ;06 27 13.8;+00 17 57; 5.20; 1.18;  K1II              ;*
096.990000; -4.762222;    2344;2344; 10    Mon; 45546;     ;         ;06 27 57.6;-04 45 44; 5.06;-0.17;  B2V               ;*
097.204167; -7.032778;    2356;2356; 11Bet Mon; 45725; 5107; 2977    ;06 28 49.0;-07 01 58; 4.60;-0.10;  B3Ve              ;*
097.206250; -7.034444;    2357;2357; 11Bet Mon; 45726; 5107; 2977    ;06 28 49.5;-07 02 04; 5.40;-0.07;  B3ne              ;*
097.951250;+11.544444;    2375;2375;          ; 46089;     ;         ;06 31 48.3;+11 32 40; 5.23; 0.15;  A3V               ;*
096.369167;-69.690278;    2377;2377;   Pi 2Dor; 46116;     ;         ;06 25 28.6;-69 41 25; 5.38; 0.97;  G8III             ;*
097.845833;-12.391667;    2379;2379;          ; 46184;     ;         ;06 31 23.0;-12 23 30; 5.15; 1.27;  K3III             ;
097.958750; -8.158056;    2381;2381;          ; 46229;     ;         ;06 31 50.1;-08 09 29; 5.43; 1.38; gK2                ;
097.454583;-50.239167;    2384;2384;          ; 46273;     ;         ;06 29 49.1;-50 14 21; 5.27; 0.41;  F2V               ;*
097.368750;-56.852778;    2389;2389;          ; 46355;     ; 3000    ;06 29 28.5;-56 51 10; 5.22; 1.09;  K0III             ;
098.407917; -1.220278;    2395;2395;          ; 46487;     ;         ;06 33 37.9;-01 13 13; 5.10;-0.14;  B5Vn              ;
098.800417;+28.022222;    2398;2398; 49    Aur; 46553;     ; 3032    ;06 35 12.1;+28 01 20; 5.27;-0.03;  A0Vnn             ;
098.088750;-37.696667;    2399;2399;          ; 46568;     ;         ;06 32 21.3;-37 41 48; 5.24; 1.00;  G8III             ;
101.558750;+79.564722;    2401;2401;          ; 46588;     ;         ;06 46 14.1;+79 33 53; 5.45; 0.50;  F8V               ;*
099.137083;+38.445278;    2405;2405;          ; 46687;     ;UU Aur   ;06 36 32.9;+38 26 43; 5.29; 2.61;  C5II              ;*
098.456250;-36.232222;    2411;2411;          ; 46815;     ;         ;06 33 49.5;-36 13 56; 5.42; 1.44;  K3III             ;
098.764167;-22.964722;    2414;2414;  5Xi 2CMa; 46933;     ;         ;06 35 03.4;-22 57 53; 4.54;-0.05;  A0V               ;
099.705000;+39.902500;    2420;2420; 52Psi3Aur; 47100;     ;         ;06 38 49.2;+39 54 09; 5.20;-0.07;  B8III             ;
099.832917;+42.488889;    2427;2427; 50Psi2Aur; 47174;     ;         ;06 39 19.9;+42 29 20; 4.79; 1.23;  K3III             ;
099.448333;-32.339722;    2447;2447;          ; 47536;     ;         ;06 37 47.6;-32 20 23; 5.27; 1.18;  K2III             ;*
099.819583;-14.145833;    2450;2450;          ; 47667;     ;         ;06 39 16.7;-14 08 45; 4.82; 1.50;  K2II              ;*
100.244583; +9.895556;    2456;2456; 15    Mon; 47839; 5322;S Mon    ;06 40 58.7;+09 53 44; 4.66;-0.25;  O7V((f))          ;*
100.770833;+44.524444;    2459;2459; 55Psi4Aur; 47914;     ;         ;06 43 05.0;+44 31 28; 5.02; 1.48;  K5III             ;
099.656667;-48.220278;    2462;2462;          ; 47973;     ; 3072    ;06 38 37.6;-48 13 13; 4.93; 0.87;  G8III             ;*
100.601250;+17.645278;    2466;2466; 26    Gem; 48097;     ;         ;06 42 24.3;+17 38 43; 5.21; 0.06;  A2V               ;
100.485000; -9.167222;    2469;2469;          ; 48217;     ;         ;06 41 56.4;-09 10 02; 5.19; 1.53;  M0III             ;*
101.558750;+59.441667;    2470;2470; 12    Lyn; 48250; 5400;         ;06 46 14.1;+59 26 30; 4.87; 0.08;  A3V               ;*
101.706250;+57.169167;    2477;2477; 13    Lyn; 48432;     ;         ;06 46 49.5;+57 10 09; 5.35; 0.96;  K0III             ;
101.189583;+28.970833;    2480;2480; 28    Gem; 48450;     ; 3188    ;06 44 45.5;+28 58 15; 5.44; 1.45;  K4III             ;
101.684583;+43.577500;    2483;2483; 56Psi5Aur; 48682; 5425;         ;06 46 44.3;+43 34 39; 5.25; 0.56;  G0V               ;*
101.915000;+48.789444;    2487;2487; 57Psi6Aur; 48781;     ;         ;06 47 39.6;+48 47 22; 5.22; 1.12;  K0III             ;
102.737917;+67.571944;    2490;2490; 42    Cam; 48879;     ;         ;06 50 57.1;+67 34 19; 5.14;-0.17;  B4IV              ;
101.118333;-31.070556;    2492;2492; 10    CMa; 48917;     ;FT CMa   ;06 44 28.4;-31 04 14; 5.20;-0.12;  B2IIIe            ;*
101.497083;-14.796111;    2498;2498;          ; 49048;     ;         ;06 45 59.3;-14 47 46; 5.32; 0.07;  A2V               ;
101.832500; +8.037222;    2503;2503; 17    Mon; 49161;     ;         ;06 47 19.8;+08 02 14; 4.77; 1.40;  K4III             ;
101.712917;-14.425833;    2504;2504; 11    CMa; 49229;     ;         ;06 46 51.1;-14 25 33; 5.29;-0.04;  B9III             ;
101.904583; -8.998333;    2508;2508;          ; 49331;     ; 3213    ;06 47 37.1;-08 59 54; 5.07; 1.80;  M1+Ib-IIa         ;*
103.425833;+68.888333;    2511;2511; 43    Cam; 49340;     ;         ;06 53 42.2;+68 53 18; 5.12;-0.13;  B7III             ;
102.691250;+41.781389;    2516;2516; 58Psi7Aur; 49520;     ;         ;06 50 45.9;+41 46 53; 5.02; 1.27;  K3III             ;*
101.839167;-37.929722;    2518;2518;          ; 49591;     ;         ;06 47 21.4;-37 55 47; 5.26;-0.08;  B9IV              ;
103.271250;+59.448611;    2520;2520; 14    Lyn; 49618; 5514;         ;06 53 05.1;+59 26 55; 5.33; 0.65;  G4III+A2V         ;*
102.240833;-15.144722;    2522;2522;          ; 49662; 5487;         ;06 48 57.8;-15 08 41; 5.39;-0.10;  B6V               ;
101.720000;-51.265833;    2523;2523;          ; 49689;     ;         ;06 46 52.8;-51 15 57; 5.40; 1.34;  K1II-III+G:p      ;
105.016667;+76.977500;    2527;2527;          ; 49878;     ;         ;07 00 04.0;+76 58 39; 4.55; 1.36;  K4III             ;*
102.887500;+21.761111;    2529;2529; 36    Gem; 49908; 5511;         ;06 51 33.0;+21 45 40; 5.27;-0.02;  A2V               ;*
102.477500;-46.614722;    2548;2548;          ; 50223;     ;         ;06 49 54.6;-46 36 53; 5.14; 0.45;  F5V               ;*
102.718333;-34.367222;    2549;2549;          ; 50235;     ;         ;06 50 52.4;-34 22 02; 4.99; 1.38;  K5III             ;
103.661250;+13.177778;    2564;2564; 38    Gem; 50635; 5559; 3266    ;06 54 38.7;+13 10 40; 4.65; 0.30;  F0Vp              ;*
103.387083;-20.224167;    2571;2571; 15    CMa; 50707;     ;EY CMa   ;06 53 32.9;-20 13 27; 4.83;-0.21;  B1IV              ;*
103.602500; -1.126944;    2572;2572;          ; 50747;     ;         ;06 54 24.6;-01 07 37; 5.45; 0.18;  A4IV              ;*
104.404583;+45.094167;    2585;2585; 16    Lyn; 50973;     ; 3293    ;06 57 37.1;+45 05 39; 4.90; 0.03;  A2Vn              ;*
103.905833;-20.136389;    2590;2590; 19Pi  CMa; 51199; 5602; 3285    ;06 55 37.4;-20 08 11; 4.68; 0.37; gF2                ;*
104.027500;-14.043611;    2593;2593; 18Mu  CMa; 51250; 5605;         ;06 56 06.6;-14 02 37; 5.00; 1.18;  G5III+A2          ;*
103.945000;-22.941389;    2595;2595;          ; 51283;     ;         ;06 55 46.8;-22 56 29; 5.30;-0.18;  B3II-III          ;*
102.862500;-70.963333;    2602;2602;   Iot Vol; 51557;     ;         ;06 51 27.0;-70 57 48; 5.40;-0.11;  B7IV              ;*
104.391250;-24.630556;    2607;2607;          ; 51733; 5629;         ;06 57 33.9;-24 37 50; 5.46; 0.36; dF0                ;
104.066667;-48.721111;    2608;2608;          ; 51799;     ;         ;06 56 16.0;-48 43 16; 4.95; 1.69;  M1III             ;
115.127083;+87.020000;    2609;2609;          ; 51802;     ;OV Cep   ;07 40 30.5;+87 01 12; 5.07; 1.63;  M2IIIab           ;*
104.604583;-34.111667;    2619;2619;          ; 52092;     ;         ;06 58 25.1;-34 06 42; 5.06;-0.16;  B3V               ;
105.603333;+24.215278;    2630;2630; 42Ome Gem; 52497;     ;Ome Gem  ;07 02 24.8;+24 12 55; 5.18; 0.94;  G5IIa-Ib          ;*
105.485000; -5.722222;    2639;2639;          ; 52666;     ; 3341    ;07 01 56.4;-05 43 20; 5.20; 1.68;  M2III             ;
105.728333; -4.239167;    2648;2648; 19    Mon; 52918;     ;V637 Mon ;07 02 54.8;-04 14 21; 4.99;-0.20;  B1V               ;*
105.908333;+10.951667;    2649;2649;          ; 52960;     ;         ;07 03 38.0;+10 57 06; 5.13; 1.39;  K3III             ;
105.214583;-51.402500;    2652;2652;          ; 53047;     ;Var?     ;07 00 51.5;-51 24 09; 5.14; 1.61;  M1III             ;*
104.960417;-67.916111;    2662;2662;          ; 53501;     ;         ;06 59 50.5;-67 54 58; 5.17; 1.40;  K3III             ;*
106.011667;-42.337222;    2666;2666;          ; 53704;     ;Var?     ;07 04 02.8;-42 20 14; 5.20; 0.20;  Am                ;*
105.973750;-49.583889;    2672;2672;          ; 53811;     ;         ;07 03 53.7;-49 35 02; 4.93; 0.13;  A4IV              ;*
105.815000;-59.178056;    2674;2674;          ; 53921;     ;         ;07 03 15.6;-59 10 41; 5.50;-0.11;  B9IV              ;
106.669583;-11.294167;    2678;2678;          ; 53974; 5795;FN CMa   ;07 06 40.7;-11 17 39; 5.39; 0.05;  B0.5IV            ;*
106.076250;-56.749722;    2683;2683;          ; 54118;     ;V386 Car ;07 04 18.3;-56 44 59; 5.17;-0.04;  A0pSi             ;*
107.091667;+15.930833;    2684;2684; 45    Gem; 54131; 5812;         ;07 08 22.0;+15 55 51; 5.44; 1.03;  G8III             ;*
104.143333;-79.420278;    2689;2689;   The Men; 54239;     ;         ;06 56 34.4;-79 25 13; 5.45; 0.05;  B9.5V             ;
107.913750;+39.320556;    2696;2696; 63    Aur; 54716;     ;         ;07 11 39.3;+39 19 14; 4.90; 1.45;  K4III-IIIa        ;
107.557083; -4.237222;    2701;2701; 20    Mon; 54810;     ;         ;07 10 13.7;-04 14 14; 4.92; 1.03;  K0III             ;
107.212917;-39.655833;    2702;2702;          ; 54893;     ; 3431    ;07 08 51.1;-39 39 21; 4.83;-0.18;  B2IV-V            ;*
108.347500;+51.428889;    2703;2703;          ; 54895;     ;UY Lyn   ;07 13 23.4;+51 25 44; 5.47; 1.67;  M3-III            ;*
107.848333; -0.301944;    2707;2707; 21    Mon; 55057;     ;V571 Mon ;07 11 23.6;-00 18 07; 5.45; 0.29;  A8Vn-F3Vn         ;*
107.580833;-27.491389;    2708;2708;          ; 55070;     ;         ;07 10 19.4;-27 29 29; 5.46; 1.00;  G8III             ;
108.978750;+59.637500;    2715;2715; 18    Lyn; 55280;     ;         ;07 15 54.9;+59 38 15; 5.20; 1.07;  K2III             ;
108.342917;+16.158889;    2717;2717; 51    Gem; 55383;     ;BQ Gem   ;07 13 22.3;+16 09 32; 5.00; 1.66;  M4IIIab           ;*
107.697917;-48.932222;    2719;2719;          ; 55526;     ;         ;07 10 47.5;-48 55 56; 5.14; 1.24;  K2III             ;*
108.065833;-40.498889;    2727;2727;          ; 55719;     ;Var?     ;07 12 15.8;-40 29 56; 5.31; 0.06;  A3pSrEuCr         ;*
108.583333; +3.111389;    2729;2729;          ; 55751;     ;         ;07 14 20.0;+03 06 41; 5.35; 1.19;  K2II              ;
112.768333;+82.411389;    2742;2742;          ; 55966;     ;VZ Cam   ;07 31 04.4;+82 24 41; 4.96; 1.66;  M4IIIa            ;*
108.563333;-26.352500;    2745;2745; 27    CMa; 56014;     ;EW CMa   ;07 14 15.2;-26 21 09; 4.66;-0.19;  B3IIIe            ;*
108.305833;-45.183056;    2746;2746;          ; 56022;     ;OU Pup   ;07 13 13.4;-45 10 59; 4.89;-0.02;  A0pSi             ;*
108.385000;-44.639722;    2748;2748;          ; 56096;     ;L2 Pup   ;07 13 32.4;-44 38 23; 5.10; 1.56;  M5IIIe            ;*
109.632917;+49.465000;    2751;2751;          ; 56169;     ;         ;07 18 31.9;+49 27 54; 5.05; 0.08;  A4IIIn            ;
108.837500;-30.686389;    2756;2756;          ; 56342;     ;         ;07 15 21.0;-30 41 11; 5.36;-0.17;  B3V               ;*
109.060417;-15.585833;    2758;2758;          ; 56405;     ;         ;07 16 14.5;-15 35 09; 5.46; 0.08;  A2Vnp             ;*
108.659167;-48.271667;    2762;2762;          ; 56456;     ;         ;07 14 38.2;-48 16 18; 4.76;-0.10;  B8-9V             ;*
109.153333;-23.315556;    2764;2764;          ; 56577; 5951; 3503    ;07 16 36.8;-23 18 56; 4.79; 1.71;  K3Ib-II           ;*
109.145833;-27.881111;    2766;2766;          ; 56618;     ;         ;07 16 35.0;-27 52 52; 4.64; 1.60;  M3III             ;*
109.206250;-36.592778;    2770;2770;          ; 56779;     ;Var?     ;07 16 49.5;-36 35 34; 5.03;-0.17;  B2IV-V            ;*
109.667917;-24.558889;    2781;2781; 29    CMa; 57060;     ;UW CMa   ;07 18 40.3;-24 33 32; 4.98;-0.15;  O7Ia:fp           ;*
110.717083;+55.281389;    2784;2784; 19    Lyn; 57103; 6012;         ;07 22 52.1;+55 16 53; 5.45;     ;  B8V               ;*
109.713333;-26.585833;    2786;2786;          ; 57146;     ;         ;07 18 51.2;-26 35 09; 5.28; 0.96;  G2Ib              ;*
109.576667;-36.734167;    2787;2787;          ; 57150;     ;NV Pup   ;07 18 18.4;-36 44 03; 4.66;-0.10;  B2V+B3IVne        ;*
109.659167;-36.742778;    2790;2790;          ; 57219;     ;NW Pup   ;07 18 38.2;-36 44 34; 5.11;-0.16;  B2IVne            ;*
109.640000;-39.210278;    2791;2791;          ; 57240;     ;         ;07 18 33.6;-39 12 37; 5.25; 0.01;  A1V               ;
110.510833;+36.760556;    2793;2793; 65    Aur; 57264; 6009;         ;07 22 02.6;+36 45 38; 5.13; 1.08;  K0III             ;*
110.486667;+20.443611;    2795;2795; 56    Gem; 57423; 6016; 3550    ;07 21 56.8;+20 26 37; 5.10; 1.52;  M0IIIab           ;*
110.242500;-14.360000;    2796;2796;          ; 57478;     ;         ;07 20 58.2;-14 21 36; 5.45; 0.98; gG5                ;
111.035417;+40.672222;    2805;2805; 66    Aur; 57669;     ;         ;07 24 08.5;+40 40 20; 5.19; 1.23;  K1+IIIaCN1        ;
110.868750;+25.050556;    2808;2808; 57    Gem; 57727;     ;         ;07 23 28.5;+25 03 02; 5.03; 0.90;  G8III             ;*
110.556250;-19.016667;    2812;2812;          ; 57821;     ;         ;07 22 13.5;-19 01 00; 4.96;-0.04;  B7IV              ;
110.161250;-52.086111;    2815;2815;          ; 57917;     ;         ;07 20 38.7;-52 05 10; 5.39;-0.07;  B9II-III          ;
111.678333;+49.211389;    2818;2818; 21    Lyn; 58142;     ; 3585    ;07 26 42.8;+49 12 41; 4.64;-0.02;  A1V               ;*
110.752500;-31.923889;    2819;2819;          ; 58155;     ;         ;07 23 00.6;-31 55 26; 5.43;-0.15;  B5IIIn            ;*
111.242500;+11.669722;    2820;2820;  1    CMi; 58187;     ;         ;07 24 58.2;+11 40 11; 5.30; 0.10;  A5IV              ;
110.871250;-27.834167;    2822;2822;          ; 58215;     ;         ;07 23 29.1;-27 50 03; 5.38; 1.53;  K2III             ;
110.882917;-32.202222;    2823;2823;          ; 58286;     ;         ;07 23 31.9;-32 12 08; 5.39;-0.18;  B3III-IV          ;*
111.167083;-16.201111;    2825;2825;          ; 58343;     ;FW CMa   ;07 24 40.1;-16 12 04; 5.33;-0.05;  B2.5IVe           ;*
111.412083; +9.276111;    2828;2828;  2Eps CMi; 58367;     ;         ;07 25 38.9;+09 16 34; 4.99; 1.01;  G6.5IIb           ;*
111.182500;-31.808889;    2834;2834;          ; 58535;     ; 3584    ;07 24 43.8;-31 48 32; 5.35; 1.07;  G8II              ;*
111.935000;+21.445000;    2846;2846; 63    Gem; 58728; 6089;         ;07 27 44.4;+21 26 42; 5.22; 0.39;  F5V+F5V           ;*
112.483333;+49.672500;    2849;2849; 22    Lyn; 58855;     ;         ;07 29 56.0;+49 40 21; 5.36; 0.45;  F6V               ;*
112.008750; +6.941944;    2851;2851;  5Eta CMi; 58923; 6101;         ;07 28 02.1;+06 56 31; 5.25; 0.22;  F0III             ;*
112.335000;+28.118056;    2857;2857; 64    Gem; 59037;     ;         ;07 29 20.4;+28 07 05; 5.05; 0.11;  A4V               ;*
112.452917;+27.916111;    2861;2861; 65    Gem; 59148; 6119;         ;07 29 48.7;+27 54 58; 5.01; 1.11;  K2III             ;*
111.591250;-51.018333;    2862;2862;          ; 59219;     ;         ;07 26 21.9;-51 01 06; 5.10; 1.06;  K0III             ;
112.449167;+12.006667;    2864;2864;  6    CMi; 59294;     ; 3609    ;07 29 47.8;+12 00 24; 4.54; 1.28;  K1+IIIBa0.4       ;
112.464167;-23.024444;    2874;2874;          ; 59612;     ;         ;07 29 51.4;-23 01 28; 4.85; 0.23;  A5Ib              ;
112.273750;-38.812222;    2875;2875;          ; 59635;     ;         ;07 29 05.7;-38 48 44; 5.43;-0.16;  B5Vp              ;
112.951667;+17.086111;    2877;2877;          ; 59686;     ;         ;07 31 48.4;+17 05 10; 5.42; 1.13; gK2                ;
113.024583; +1.914444;    2880;2880;  7Del1CMi; 59881;     ;         ;07 32 05.9;+01 54 52; 5.25; 0.22;  F0III             ;
112.677083;-30.962222;    2881;2881;          ; 59890;     ;         ;07 30 42.5;-30 57 44; 4.65; 0.93;  G3Ib              ;
113.402083;+15.826667;    2886;2886; 68    Gem; 60107;     ; 3642    ;07 33 36.5;+15 49 36; 5.25; 0.05;  A1Vn              ;*
113.786250;+30.961111;    2896;2896;          ; 60318; 6185;         ;07 35 08.7;+30 57 40; 5.33; 1.01;  K0III             ;*
113.449583;-14.523889;    2902;2902;          ; 60414;     ;KQ Pup   ;07 33 47.9;-14 31 26; 4.97; 1.41;  M2Iabpe+B2V       ;*
113.845000;-28.369444;    2922;2922;          ; 60863; 6205;         ;07 35 22.8;-28 22 10; 4.64;-0.11;  B8V               ;*
114.319583; -4.111111;    2927;2927; 25    Mon; 61064;     ; 3665    ;07 37 16.7;-04 06 40; 5.13; 0.44;  F6III             ;*
114.791250;+34.584167;    2930;2930; 71Omi Gem; 61110;     ;         ;07 39 09.9;+34 35 03; 4.90; 0.40;  F3III             ;
113.915417;-52.533889;    2934;2934;          ; 61248;     ; 3661    ;07 35 39.7;-52 32 02; 4.94; 1.40;  K3III             ;*
114.342083;-34.968611;    2937;2937;          ; 61330;     ;         ;07 37 22.1;-34 58 07; 4.53;-0.09;  B8IV              ;*
114.869167;+17.674722;    2938;2938; 74    Gem; 61338;     ; 3671    ;07 39 28.6;+17 40 29; 5.05; 1.56;  K5IIIFe-0.5       ;*
114.575000;-25.364722;    2944;2944;          ; 61429; 6246;PU Pup   ;07 38 18.0;-25 21 53; 4.70;-0.11;  B8IV              ;*
115.751667;+58.710278;    2946;2946; 24    Lyn; 61497; 6285;         ;07 43 00.4;+58 42 37; 4.99; 0.08;  A3IVn             ;
114.707500;-26.803611;    2949;2949;          ; 61556; 6255; 3673    ;07 38 49.8;-26 48 13; 4.62;     ;  B5IVn             ;*
115.096667;-15.263611;    2959;2959;          ; 61772;     ;         ;07 40 23.2;-15 15 49; 4.94; 1.56;  K3II              ;
114.864167;-38.308333;    2961;2961;          ; 61831;     ;         ;07 39 27.4;-38 18 30; 4.84;-0.19;  B2.5V             ;*
116.017500;+50.433889;    2969;2969;          ; 61931;     ;         ;07 44 04.2;+50 26 02; 5.27; 0.00;  A0IIIn            ;
115.315833;-38.533611;    2981;2981;          ; 62226;     ;         ;07 41 15.8;-38 32 01; 5.42;-0.15;  B5V               ;*
116.028750;+25.784167;    2983;2983; 76    Gem; 62285;     ; 3703    ;07 44 06.9;+25 47 03; 5.31; 1.54;  K4-5III           ;
115.885000;-28.411111;    2993;2993;  1    Pup; 62576; 6324; 3708    ;07 43 32.4;-28 24 40; 4.59; 1.63;  K3Ib              ;
115.738333;-45.173333;    2998;2998;          ; 62644;     ;         ;07 42 57.2;-45 10 24; 5.06; 0.78;  G6IV              ;
116.663750;+37.517500;    2999;2999;          ; 62647;     ; 3721    ;07 46 39.3;+37 31 03; 5.18; 1.58;  M2IIIb            ;
115.924583;-40.933889;    3002;3002;          ; 62713;     ;         ;07 43 41.9;-40 56 02; 5.17; 1.10;  K1III             ;*
116.530833;+18.510000;    3003;3003; 81    Gem; 62721;     ;         ;07 46 07.4;+18 30 36; 4.88; 1.45;  K4III-IIIb        ;*
116.567500;+10.768333;    3008;3008; 11    CMi; 62832;     ; 3724    ;07 46 16.2;+10 46 06; 5.30; 0.01;  A1Vnn             ;
116.876250;+33.415556;    3013;3013; 80Pi  Gem; 62898; 6364; 3729    ;07 47 30.3;+33 24 56; 5.14; 1.60;  M1IIIa            ;*
116.509167; -6.772500;    3014;3014;          ; 62902;     ;         ;07 46 02.2;-06 46 21; 5.49; 1.38;  K5III             ;
116.487083;-14.563889;    3015;3015;  4    Pup; 62952;     ;         ;07 45 56.9;-14 33 50; 5.04; 0.33;  F0V               ;
116.395833;-34.173056;    3018;3018;          ; 63077;     ;         ;07 45 35.0;-34 10 23; 5.37; 0.60;  G0V               ;*
116.986250;-12.193056;    3029;3029;  5    Pup; 63336; 6381;         ;07 47 56.7;-12 11 35; 5.48; 0.48; dF5                ;*
116.854167;-38.511111;    3035;3035;          ; 63465;     ;         ;07 47 25.0;-38 30 40; 5.08;-0.10;  B2.5III           ;*
116.881250;-46.608611;    3037;3037;          ; 63578;     ;         ;07 47 31.5;-46 36 31; 5.23;-0.14;  B1.5IV            ;
117.257083;-24.912222;    3043;3043;          ; 63660;     ;         ;07 49 01.7;-24 54 44; 5.33; 0.76;  G0III             ;
117.421667;-17.228333;    3044;3044;  6    Pup; 63697;     ;         ;07 49 41.2;-17 13 42; 5.18; 1.28;  K3III             ;
117.084583;-47.077778;    3046;3046;          ; 63744;     ;         ;07 48 20.3;-47 04 40; 4.71; 1.06;  K0III             ;
117.925000; +1.766944;    3059;3059; 13Zet CMi; 63975;     ;         ;07 51 42.0;+01 46 01; 5.14;-0.12;  B8II              ;*
117.942917;-13.898056;    3064;3064;  9    Pup; 64096; 6420;         ;07 51 46.3;-13 53 53; 5.17; 0.60;  G0V:              ;*
118.677917;+47.564722;    3066;3066; 26    Lyn; 64144;     ;         ;07 54 42.7;+47 33 53; 5.45; 1.46; gK4                ;
118.374167;+26.765833;    3067;3067; 83Phi Gem; 64145;     ;         ;07 53 29.8;+26 45 57; 4.97; 0.09;  A3V               ;
120.048750;+73.918056;    3075;3075;          ; 64307;     ;         ;08 00 11.7;+73 55 05; 5.41; 1.42;  K3III             ;
118.065417;-34.705278;    3079;3079;          ; 64379;     ;         ;07 52 15.7;-34 42 19; 5.01; 0.44;  F5V               ;*
121.196250;+79.479722;    3082;3082;          ; 64486;     ;         ;08 04 47.1;+79 28 47; 5.42;-0.06;  A0pSi             ;*
118.264583;-36.363889;    3085;3085;          ; 64572;     ;         ;07 53 03.5;-36 21 50; 5.43; 1.16;  K0III             ;
118.916250;+19.883889;    3086;3086; 85    Gem; 64648;     ;         ;07 55 39.9;+19 53 02; 5.35;-0.04;  A0V s             ;
118.265417;-49.613056;    3089;3089;          ; 64740;     ;         ;07 53 03.7;-49 36 47; 4.63;-0.23;  B1.5Vp            ;*
118.545833;-35.877500;    3091;3091;          ; 64802;     ;         ;07 54 11.0;-35 52 39; 5.49;-0.19;  B2V               ;*
119.585833; +2.224722;    3110;3110; 14    CMi; 65345;     ;         ;07 58 20.6;+02 13 29; 5.29; 0.92;  K0III             ;
119.417083;-30.334722;    3113;3113;          ; 65456;     ; 3830    ;07 57 40.1;-30 20 05; 4.79; 0.15;  A2V               ;*
119.241250;-43.500278;    3114;3114;          ; 65460;     ;         ;07 56 57.9;-43 30 01; 5.35;-0.18;  B2.5V             ;
119.326667;-44.109722;    3116;3116;          ; 65551;     ;Var      ;07 57 18.4;-44 06 35; 5.09;-0.17;  B2.5IV            ;*
119.465833;-45.577778;    3121;3121;          ; 65685;     ;         ;07 57 51.8;-45 34 40; 5.17; 1.27;  K2III             ;
119.933750; -3.679722;    3122;3122; 27    Mon; 65695;     ;         ;07 59 44.1;-03 40 47; 4.93; 1.21;  K2III             ;
119.773750;-23.310556;    3123;3123; 12    Pup; 65699;     ;         ;07 59 05.7;-23 18 38; 5.11; 1.12; cK2                ;*
119.966667;-18.399167;    3131;3131;          ; 65810;     ;         ;07 59 52.0;-18 23 57; 4.61; 0.08;  A2Vn              ;*
119.868333;-39.297222;    3140;3140;          ; 65925;     ;         ;07 59 28.4;-39 17 50; 5.24; 0.39;  F5III             ;
120.305417; -1.392500;    3141;3141; 28    Mon; 65953;     ;V645 Mon ;08 01 13.3;-01 23 33; 4.68; 1.49;  K4III             ;*
120.879583;+27.794167;    3149;3149;   Chi Gem; 66216;     ;         ;08 03 31.1;+27 47 39; 4.94; 1.12;  K1.5III           ;*
119.906667;-60.586944;    3153;3153;          ; 66342;     ;         ;07 59 37.6;-60 35 13; 5.17; 1.74;  M1.5IIa           ;*
120.083333;-63.567500;    3159;3159;          ; 66591;     ;         ;08 00 20.0;-63 34 03; 4.82;-0.17;  B3V               ;*
121.268750;+13.118056;    3163;3163;  8    Cnc; 66664;     ;         ;08 05 04.5;+13 07 05; 5.12; 0.01;  A1V               ;
121.067500;-32.675000;    3170;3170;          ; 66888;     ;MZ Pup   ;08 04 16.2;-32 40 30; 5.31; 1.91;  M1Ib              ;*
122.114167;+51.506667;    3173;3173; 27    Lyn; 67006; 6600;         ;08 08 27.4;+51 30 24; 4.84; 0.05;  A2V               ;
121.940833;+21.581667;    3176;3176; 10Mu 2Cnc; 67228;     ;         ;08 07 45.8;+21 34 54; 5.30; 0.63;  G1IVb             ;
123.203333;+68.474167;    3182;3182;          ; 67447;     ;         ;08 12 48.8;+68 28 27; 5.32; 1.04;  G7+II             ;*
121.825000;-20.554722;    3183;3183;          ; 67456;     ;         ;08 07 18.0;-20 33 17; 5.38; 0.10;  A5II              ;*
121.668333;-45.266389;    3187;3187;          ; 67582;     ; 3905    ;08 06 40.4;-45 15 59; 5.05; 1.50;  K3III             ;*
122.399583;-44.122778;    3204;3204;          ; 68217;     ;Var?     ;08 09 35.9;-44 07 22; 5.21;-0.19;  B2IV-V            ;
122.817917;-12.926944;    3211;3211; 19    Pup; 68290; 6647;         ;08 11 16.3;-12 55 37; 4.72; 0.95;  G9III-IIIb        ;
122.887500; -7.772500;    3212;3212;          ; 68312;     ;         ;08 11 33.0;-07 46 21; 5.36; 0.89;  G6III             ;
122.430000;-47.937500;    3213;3213;          ; 68324;     ;IS Vel   ;08 09 43.2;-47 56 15; 5.23;-0.21;  B1IVe             ;*
122.252917;-61.302500;    3220;3220;          ; 68456;     ;         ;08 09 00.7;-61 18 09; 4.76; 0.43;  F5V               ;
122.857917;-42.987222;    3226;3226;          ; 68601;     ;         ;08 11 25.9;-42 59 14; 4.75; 0.18;  A5Ib              ;
123.333333;-15.788333;    3229;3229; 20    Pup; 68752;     ;         ;08 13 20.0;-15 47 18; 4.99; 1.07;  G5II              ;
123.373333;-35.899722;    3237;3237;          ; 68980;     ;MX Pup   ;08 13 29.6;-35 53 59; 4.78;-0.11;  B1.5IIIe          ;*
123.493333;-36.322500;    3240;3240;          ; 69081;     ;OS Pup   ;08 13 58.4;-36 19 21; 5.08;-0.19;  B1.5IV            ;*
123.400833;-46.991944;    3244;3244;          ; 69144;     ;Var      ;08 13 36.2;-46 59 31; 5.13;-0.14;  B2.5IV            ;*
